Authors,Title,Journal,Year,PMID,Computational Prediction,High-throughput data integration,Prediction Application,Consistent with experiments,Organism,Location,Great papers,Short Description,UT,Total Citations
"Lee, Joungmin; Yun, Hongseok; Feist, Adam M.; Palsson, Bernhard O.; Lee, Sang Yup",Genome-Scale Reconstruction And In Silico Analysis Of The Clostridium Acetobutylicum Atcc 824 Metabolic Network,Applied Microbiology And Biotechnology,2008,18758767,"Flux Phenotype, Essentiality (Global), Biological Discovery",,Met Eng,Legacy data,Clostridium acetobutylicum,"KAIST, Daejeon, Korea",,"Built recon; determined metabolic fluxes, single gene deletion analysis; ORF annotation by BLAST and gap-filling",258959600011,50
"Senger, Ryan S.; Papoutsakis, Eleftherios T.",Genome-Scale Model For Clostridium Acetobutylicum: Part Ii. Development Of Specific Proton Flux States And Numerically Determined Sub-Systems,Biotechnology And Bioengineering,2008,18767191,"Flux Phenotype, Other Phenotype",,Met Eng,"Legacy data, Prospective experimental validation",Clostridium acetobutylicum,"University of Delaware, Newark, Delaware",,Calculate proton flux; use as constraint and way to predict media pH; ,259270900012,50
"Senger, Ryan S.; Papoutsakis, Eleftherios T.",Genome-Scale Model For Clostridium Acetobutylicum: Part I. Metabolic Network Resolution And Analysis,Biotechnology And Bioengineering,2008,18767192,"Essentiality (Global), KO (Targeted)",,Met Eng,,Clostridium acetobutylicum,"University of Delaware, Newark, Delaware",,model correctly characterized butyrate kinase KO; gene essentiality analysis,260949600019,50
"Raman, Karthik; Yeturu, Kalidas; Chandra, Nagasuma","Targettb: A Target Identification Pipeline For Mycobacterium Tuberculosis Through An Interactome, Reactome And Genome-Scale Structural Analysis",Bmc Systems Biology,2008,19099550,Essentiality (Global),,Inf Dis,Legacy data,Mycobacterium tuberculosis,"Indian Institute of Science, Bangalore, India",,FBA in a giant pipeline w/other methods to determine TB antibiotic targets; broad-spectrum targets predicted,260949600018,49
"Chavali, Arvind K.; Whittemore, Jeffrey D.; Eddy, James A.; Williams, Kyle T.; Papin, Jason A.",Systems Analysis Of Metabolism In The Pathogenic Trypanosomatid Leishmania Major,Molecular Systems Biology,2008,18364711,"Flux Phenotype, Essentiality (Global), Other Phenotype, Biological Discovery, ExpDes",,Inf Dis,Legacy data,Leishmania major,"University of Virginia, Charlottesville, Virginia",,"Built recon; predicted gene essentiality, minimal media, and hypothetical annotations",264388800001,47
"Motter, Adilson E.; Gulbahce, Natali; Almaas, Eivind; Barabasi, Albert-Laszlo",Predicting Synthetic Rescues In Metabolic Networks,Molecular Systems Biology,2008,18277384,"KO (Targeted), Systemscale Property",,Basic Science,Legacy data,"Multiple (Escherichia coli, Helicobacter pylori, Saccharomyces cerevisiae, Bacillus subtilis)","Northeastern University, Boston, Massachusetts",,"Combine FBA and MOMA to find double KOs that ""rescue"" organism; redirects MOMA down a different path that has higher growth rate",254643000001,46
"Nogales, Juan; Palsson, Bernhard O.; Thiele, Ines",A Genome-Scale Metabolic Reconstruction Of Pseudomonas Putida Kt2440: Ijn746 As A Cell Factory,Bmc Systems Biology,2008,18793442,"Flux Phenotype, Essentiality (Global), Biological Discovery",,Met Eng,"Legacy data, Prospective experimental validation",Pseudomonas putida,"University of California San Diego, La Jolla, California",,Recon; determine growth and gene essentiality; growth on toulene might be oxygen limited suggestin unannotated pathways; production yield efficiency determined,253761300001,45
"Andersen, Mikael Rordam; Nielsen, Michael Lynge; Nielsen, Jens","Metabolic Model Integration Of The Bibliome, Genome, Metabolome And Reactome Of Aspergillus Niger",Molecular Systems Biology,2008,18364712,Flux Phenotype,,"Met Eng, Basic Science",Legacy data,Aspergillus niger,"Technical University of Denmark, Lyngby, Denmark",,Built recon; calculate yield and metabolic capabilities,,44
"Nookaew, Intawat; Jewett, Michael C.; Meechai, Asawin; Thammarongtham, Chinae; Laoteng, Kobkul; Cheevadhanarak, Supapon; Nielsen, Jens; Bhumiratana, Sakarindr",The Genome-Scale Metabolic Model Iin800 Of Saccharomyces Cerevisiae And Its Validation: A Scaffold To Query Lipid Metabolism,Bmc Systems Biology,2008,18687109,"Flux Phenotype, Essentiality (Global), Metabolite Phenotype",Transcriptomics,Basic Science,Legacy data,Saccharomyces cerevisiae,"King Mongkut's University of Technology Thonburi, Bangkok, Thailand",,Expand yeast model for lipid metabolism; flux and gene deletion analysis; integrate expression data using reporter metabolites,254643000002,44
"Notebaart, Richard A.; Teusink, Bas; Siezen, Roland J.; Papp, Balazs",Co-Regulation Of Metabolic Genes Is Better Explained By Flux Coupling Than By Network Distance,Plos Computational Biology,2008,18225949,"Systemscale Property, TRN/PPI/ Genetic Int",,Basic Science,Legacy data,Escherichia coli,"Biological Research Center, Szeged, Hungary",,Show HCR are better co-regulated than network topology distance,,36
"Segura, Daniel; Mahadevan, Radhakrishnan; Juarez, Katy; Lovley, Derek R.",Computational And Experimental Analysis Of Redundancy In The Central Metabolism Of Geobacter Sulfurreducens,Plos Computational Biology,2008,18266464,"Flux Phenotype, KO (Targeted), Biological Discovery, ExpDes",,Env,"Legacy data, Prospective experimental validation",Geobacter sulfurreducens,"University of Massachusetts, Amherst, Massachusetts",,Looked at flux phenotypes of alternate acetate assimilation and pyruvate conversioin to acetyl-CoA using KO and metabolic capabilities across multiple conditions; experimentally verified with biochemical assays,255407500006,33
"Izallalen, Mounir; Mahadevan, Radhakrishnan; Burgard, Anthony; Postier, Bradley; Didonato, Raymond, Jr.; Sun, Jun; Schilling, Christopher H.; Lovley, Derek R.",Geobacter Sulfurreducens Strain Engineered For Increased Rates Of Respiration,Metabolic Engineering,2008,18644460,"Flux Phenotype, KO (Targeted), Synthetic Biology, ExpDes",,"Met Eng, Env","Legacy data, Prospective experimental validation",Geobacter sulfurreducens,"University of Massachusetts, Amherst, Massachusetts",x,Use OptKnock to build strain with increased rates of respiration; experimentally verifed;,255407800030,32
"Blank, Lars M.; Ebert, Birgitta E.; Buehler, Bruno; Schmid, Andreas",Metabolic Capacity Estimation Of Escherichia Coli As A Platform For Redox Biocatalysis: Constraint-Based Modeling And Experimental Verification,Biotechnology And Bioengineering,2008,18553399,"Flux Phenotype, KO (Targeted)",,"Met Eng, Basic Science",,Escherichia coli,"Dortmund University, Dortmund, Germany",,"Optimize for NADH production, see it is implausible; add in other constraints and objective to get it closer to actual fluxes; look at NADH capabilties of knockouts",261595900007,30
"Behre, Joern; Wilhelm, Thomas; von Kamp, Axel; Ruppin, Eytan; Schuster, Stefan",Structural Robustness Of Metabolic Networks With Respect To Multiple Knockouts,Journal Of Theoretical Biology,2008,18023456,"Essentiality (Global), Pathway Analaysis",,Basic Science,,"Multiple (Escherichia coli, Human [hepatocyte, RBC])","Friedrich Schiller University Jena, Jena, Germany",,"Measure robustness of network based on KO effects on EFMs in E coli, hepatocytes, and erythrocytes",257968200002,30
"Gianchandani, Erwin P.; Oberhardt, Matthew A.; Burgard, Anthony P.; Maranas, Costas D.; Papin, Jason A.",Predicting Biological System Objectives De Novo From Internal State Measurements,Bmc Bioinformatics,2008,18218092,Objective Function,,Basic Science,,Saccharomyces cerevisiae,"University of Virginia, Charlottesville, Virginia",x,"BOSS algorithm, predicts OF from given flux data; utilized on yeast ",2.56772E+11,29
"Gonzalez, Orland; Gronau, Susanne; Falb, Michaela; Pfeiffer, Friedhelm; Mendoza, Eduardo; Zimmer, Ralf; Oesterhelt, Dieter","Reconstruction, Modeling & Analysis Of Halobacterium Salinarum R-1 Metabolism",Molecular Biosystems,2008,18213408,"Flux Phenotype, Biological Discovery",,Basic Science,,Halobacterium salinarum,"Max Planck Institute of Biochemistry, Martinsried, Germany",,Reconstruction; metabolic flux capabilties; low carbon incorporation rate (15%),253686400001,27
"Samal, Areejit; Jain, Sanjay",The Regulatory Network Of E. Coli Metabolism As A Boolean Dynamical System Exhibits Both Homeostasis And Flexibility Of Response,Bmc Systems Biology,2008,18312613,"Flux Phenotype, Essentiality (Global), TRN/PPI/ Genetic Int",,Basic Science,,Escherichia coli,"University of Delhi, New Delhi, India",,Number of KOs needed to stop growth on multiple media types; ratio of FBA growth w/ and w/o regulatory network,,25
"Young, Jamey D.; Henne, Kristene L.; Morgan, John A.; Konopka, Allan E.; Ramkrishna, Doraiswami","Integrating Cybernetic Modeling With Pathway Analysis Provides A Dynamic, Systems-Level Description Of Metabolic Control",Biotechnology And Bioengineering,2008,18438875,"Flux Phenotype, Pathway Analaysis",,Basic Science,,Escherichia coli,"Purdue University, West Lafayette, Indiana",,Combine cybernetic modeling with EFMs for fermentative acetate production fluxes,255178000001,24
"Vazquez, Alexei; Beg, Qasim K.; deMenezes, Marcio A.; Ernst, Jason; Bar-Joseph, Ziv; Barabasi, Albert-Loszlo; Boros, Laszlo G.; Oltvai, Zoltan N.",Impact Of The Solvent Capacity Constraint On E. Coli Metabolism,Bmc Systems Biology,2008,18215292,"Flux Phenotype, Systemscale Property",,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of Pittsburgh, Pittsburgh, Pennsylvania",,"FBA w molecular crowding constraints were used to show that as growth rate increases, E. coli shifts the reactions it uses for biomass generation",255883600015,23
"David, Helga; Ozcelik, Ilknur S.; Hofmann, Gerald; Nielsen, Jens",Analysis Of Aspergillus Nidulans Metabolism At The Genome-Scale,Bmc Genomics,2008,18405346,"Flux Phenotype, Essentiality (Global), Metabolite Phenotype, Biological Discovery",Transcriptomics,Basic Science,,Aspergillus nidulans,"Technical University of Denmark, Lyngby, Denmark",,Built reocn; determined metabolic capabilities; essentiality predictions; integrate transcription data for reporter metabolites,254146300001,21
"Wahl, Aljoscha; Sidorenko, Yury; Dauner, Michael; Genzel, Yvonne; Reichl, Udo",Metabolic Flux Model For An Anchorage-Dependent Mdck Cell Line: Characteristic Growth Phases And Minimum Substrate Consumption Flux Distribution,Biotechnology And Bioengineering,2008,18646224,Flux Phenotype,,Met Eng,Legacy data,Dog [MDCK],"Max Planck Institute for Dynamics of Complex Technical Systems, Magdeburg, Germany",,Build recon; determine minimum substrate consumption and flux rates for growth,256397800002,21
"Durot, Maxime; Le Fevre, Francois; de Berardinis, Veronique; Kreimeyer, Annett; Vallenet, David; Combe, Cyril; Smidtas, Serge; Salanoubat, Marcel; Weissenbach, Jean; Schachter, Vincent",Iterative Reconstruction Of A Global Metabolic Model Of Acinetobacter Baylyi Adp1 Using High-Throughput Growth Phenotype And Gene Essentiality Data,Bmc Systems Biology,2008,18840283,"Flux Phenotype, Essentiality (Global), Biological Discovery",,Basic Science,"Legacy data, Prospective experimental validation",Acinetobacter baylyi,"Universite d'Evry, Evry, France",,"Built recon and iteratively refined w/gene essentiality analysis, metabolite phenotypes; inconsistencies led to 65 model corrections",258866800015,20
"Kim, Jin Il; Varner, Jeffery D.; Ramkrishna, Doraiswami",A Hybrid Model Of Anaerobic E. Coli Gjt001: Combination Of Elementary Flux Modes And Cybernetic Variables,Biotechnology Progress,2008,19194908,"Flux Phenotype, Pathway Analaysis",,Basic Science,Legacy data,Escherichia coli,"Purdue University, West Lafayette, Indiana",,Combine cybernetic modeling with EFMs for anaerobic E. coli to estimate intracellular fluxes,262308600001,20
"Mahadevan, R.; Lovley, D. R.",The Degree Of Redundancy In Metabolic Genes Is Linked To Mode Of Metabolism,Biophysical Journal,2008,17981891,"Essentiality (Global), Systemscale Property",,Basic Science,,"Multiple (Escherichia coli, Geobacter sulfurreducens, Bacillus subtilis, Methanosarcina barkeri, Saccharomyces cerevisiae)","University of Massachusetts, Amherst, Massachusetts",,"Generalist bacteria have less essentiality by percentage than specialists; more gene duplications in specialists, meaning it boosts flux rather than metabolic resilience",260738900001,19
"Snitkin, Evan S.; Dudley, Aimee M.; Janse, Daniel M.; Wong, Kaisheen; Church, George M.; Segre, Daniel",Model-Driven Analysis Of Experimentally Determined Growth Phenotypes For 465 Yeast Gene Deletion Mutants Under 16 Different Conditions,Genome Biology,2008,18808699,"Flux Phenotype, Essentiality (Global), Biological Discovery, ExpDes",,Basic Science,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"Boston University, Boston, Massachusetts",,Combine KO across different media in yeast w/FBA results; clean up experimental data; determined alternative raffinose catabolism paths,252597700010,18
"Khannapho, Chiraphan; Zhao, Hongjuan; Bonde, Bhushan K.; Kierzek, Andrzej M.; Avignone-Rossa, Claudio A.; Bushell, Michael E.",Selection Of Objective Function In Genome Scale Flux Balance Analysis For Process Feed Development In Antibiotic Production,Metabolic Engineering,2008,18611443,Flux Phenotype,,"Met Eng, Inf Dis","Legacy data, Prospective experimental validation",Streptomyces coelicolor,"University of Surrey, Surrey, UK",,"Use FVA to build a variable network; using FBA, simulations did not match experiments",260586900010,17
"Nishikawa, Takashi; Gulbahce, Natali; Motter, Adilson E.",Spontaneous Reaction Silencing In Metabolic Optimization,Plos Computational Biology,2008,,"Flux Phenotype, Systemscale Property",,Basic Science,Legacy data,"Multiple (Helicobacter pylori, Staphylococcus aureus, Escherichia coli, Saccharomyces cerevisiae)","Northwestern University, Evanston, Illinois",,"Use FBA to show that closer to optimality, less reactions are active",261595900003,17
"de Figueiredo, Luis F.; Schuster, Stefan; Kaleta, Christoph; Fell, David A.",Can Sugars Be Produced From Fatty Acids? A Test Case For Pathway Analysis Tools,Bioinformatics,2008,19117076,Pathway Analaysis,,Biomed,,Human,"Oxford Brookes University, Headington, Oxford, UK",,Confirm no steady state pathway for acetyl-CoA to glucose in humans,263923800016,15
"Coquin, Laurence; Feala, Jacob D.; McCulloch, Andrew D.; Paternostro, Giovanni",Metabolomic And Flux-Balance Analysis Of Age-Related Decline Of Hypoxia Tolerance In Drosophila Muscle Tissue,Molecular Systems Biology,2008,19096360,Flux Phenotype,Metabolomics,Basic Science,,Drosophila melanogaster,"University of California San Diego, La Jolla, California",,Use exometabolome to constrain fly model to study flux phenotypes under hypoxia in young and old flies; see old flies slower response is due to decreased ATP production during reoxygenation,,14
"Song, Hyohak; Kim, Tae Yong; Choi, Bo-Kyeong; Choi, Seong Jun; Nielsen, Lars K.; Chang, Ho Nam; Lee, Sang Yup",Development Of Chemically Defined Medium For Mannheimia Succiniciproducens Based On Its Genome Sequence,Applied Microbiology And Biotechnology,2008,18379780,"Flux Phenotype, ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Mannheimia succiniciproducens,"KAIST, Daejeon, Korea",,Determine minimal media for M. succiniciproducens; experimentally verified the essential compounds; also defined optimal media showing higher succinate yield and lower byproducts,262180900003,14
"Vongsangnak, Wanwipa; Olsen, Peter; Hansen, Kim; Krogsgaard, Steen; Nielsen, Jens",Improved Annotation Through Genome-Scale Metabolic Modeling Of Aspergillus Oryzae,Bmc Genomics,2008,18500999,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Aspergillus oryzae,"Technical University of Denmark, Lyngby, Denmark",,Built recon; assessed metabolic capabilities,255253200012,14
