Authors,Title,Journal,Year,PMID/filename,UT,Great papers,Short Description,Flux Phenotype,Essentiality (Global),KO (Targeted),Other Phenotype,Thermodynamics,Objective Function,Systemscale Property,Metabolite Phenotype,TRN/PPI/ Genetic Int,Synthetic Biology,Biological Discovery,ExpDes,Pathway Analaysis,Data Input?,Type of Data?,Met Eng,Inf Dis,Env,Biomed,Basic Science,Exp Conf?,New Exp?,Organism,Last Author,Location,Total Citations,Citations in first 2 years,
"Gille, Christoph; Boelling, Christian; Hoppe, Andreas; Bulik, Sascha; Hoffmann, Sabrina; Huebner, Katrin; Karlstaedt, Anja; Ganeshan, Ramanan; Koenig, Matthias; Rother, Kristian; Weidlich, Michael; Behre, Joern; Holzhuetter, Herrmann-Georg",HepatoNet1: a comprehensive metabolic reconstruction of the human hepatocyte for the analysis of liver physiology,MOLECULAR SYSTEMS BIOLOGY,2010,20823849,2.83E+11,,"Built liver recon manually; calculate metabolic capabilities; minimal ""media""; look at enzymopathies",x,,x,,,,,,,,,x,,,,,,,x,x,x,,human (hepatocyte),Holzhutter,"Charite Universitatsmedizin Berlin, Berlin, Gemany",30,,
"Kim, Joonhoon; Reed, Jennifer L.",OptORF: Optimal metabolic and regulatory perturbations for metabolic engineering of microbial strains,BMC SYSTEMS BIOLOGY,2010,20426856,2.78E+11,,"OptORF, updated OptKnock strategy that looks at genes directly and transcriptional regulation for deletions and upregulations; show old OptKnock are incorrect and propose new strategies for ethanol and higher alcohols",,,x,,,,,,x,,,,,,,x,,,,,,,Escherichia coli,Reed,"University of Wisconsin, Madison, Wisconsin",30,,
"Blank, Lars M.; Ebert, Birgitta E.; Buehler, Bruno; Schmid, Andreas",Metabolic capacity estimation of Escherichia coli as a platform for redox biocatalysis: Constraint-based modeling and experimental verification,BIOTECHNOLOGY AND BIOENGINEERING,2008,18553399,2.58E+11,,"Optimize for NADH production, see it is implausible; add in other constraints and objective to get it closer to actual fluxes; look at NADH capabilties of knockouts",x,,x,,,,,,,,,,,x,Uptakes,x,,,,x,,,Escherichia coli,Schmid,"Dortmund University, Dortmund, Germany",30,,
"Behre, Joern; Wilhelm, Thomas; von Kamp, Axel; Ruppin, Eytan; Schuster, Stefan",Structural robustness of metabolic networks with respect to multiple knockouts,JOURNAL OF THEORETICAL BIOLOGY,2008,18023456,2.57E+11,,"Measure robustness of network based on KO effects on EFMs in E coli, hepatocytes, and erythrocytes",,x,,,,,,,,,,,x,,,,,,,x,,,"Escherichia coli, human (hepatocyte + RBC)",Schuster,"Friedrich Schiller University Jena, Jena, Germany",30,,
"Hjersted, Jared L.; Henson, Michael A.; Mahadevan, Radhakrishnan",Genome-scale analysis of Saccharomyces cerevisiae metabolism and ethanol production in fed-batch culture,BIOTECHNOLOGY AND BIOENGINEERING,2007,17243146,,,Use to dFBA to predict gene insertions during yeast ethanol production,x,,,,,,,,,x,,x,,,,x,,,,,x,,Saccharomyces cerevisiae,Mahadevan,"University of Toronto, Toronto, Ontario, Canada",30,,
"Nolan, RP; Fenley, AP; Lee, K",Identification of distributed metabolic objectives in the hypermetabolic liver by flux and energy balance analysis,METABOLIC ENGINEERING,2006,16289779,2.35E+11,x,"Use EFM, thermodynamic analysis to determine potential objective functions of liver during response to burn injury; there is a consistent underlying OF to distribute AA and ketone bodies",,,,,x,x,,,,,,,x,,,,,,x,,,,rat (liver),Lee,"Tufts University, Medford, Massachusetts",30,,
"Lewis, Nathan E.; Hixson, Kim K.; Conrad, Tom M.; Lerman, Joshua A.; Charusanti, Pep; Polpitiya, Ashoka D.; Adkins, Joshua N.; Schramm, Gunnar; Purvine, Samuel O.; Lopez-Ferrer, Daniel; Weitz, Karl K.; Eils, Roland; Koenig, Rainer; Smith, Richard D.; Palsson, Bernhard O.",Omic data from evolved E-coli are consistent with computed optimal growth from genome-scale models,MOLECULAR SYSTEMS BIOLOGY,2010,20664636,,x,Utilized reactions in FBA solutions are 98% accurate with trans/prot data of evolved straions,x,,,,,,x,,,,,,,x,Trans/Prot,,,,,x,x,x,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",29,,
"Suthers, Patrick F.; Zomorrodi, Alireza; Maranas, Costas D.",Genome-scale gene/reaction essentiality and synthetic lethality analysis,MOLECULAR SYSTEMS BIOLOGY,2009,19690570,2.75E+11,,Higher order KOs than just pairs; use incorrect predictions for discovery; groupings reveal motifs and functional classifications,,x,,,,,x,,,,x,,,,,,,,,x,x,,Escherichia coli,Maranas,"Pennsylvania State University, University Park, Pennsylvania",29,,
"Teusink, Bas; Wiersma, Anne; Jacobs, Leo; Notebaart, Richard A.; Smid, Eddy J.",Understanding the Adaptive Growth Strategy of Lactobacillus plantarum by In Silico Optimisation,PLOS COMPUTATIONAL BIOLOGY,2009,,2.68E+11,,Adaptively evolved L. plantarum to grow well on glycerol; used FBA and EFM to study itntracellular workings,x,,,,,,,,,,,,x,,,,,,,x,x,x,Lactobacillus plantarum,Smid,"WCFS, Wageningen, Netherlands",29,,
"Gianchandani, Erwin P.; Oberhardt, Matthew A.; Burgard, Anthony P.; Maranas, Costas D.; Papin, Jason A.",Predicting biological system objectives de novo from internal state measurements,BMC BIOINFORMATICS,2008,18218092,2.54E+11,x,"BOSS algorithm, predicts OF from given flux data; utilized on yeast ",,,,,,x,,,,,,,,,,,,,,x,,,Saccharomyces cerevisiae,Papin,"University of Virginia, Charlottesville, Virginia",29,,
"Wang, Qingzhao; Chen, Xun; Yang, Yudi; Zhao, Xueming",Genome-scale in silico aided metabolic analysis and flux comparisons of Escherichia coli to improve succinate production,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,2006,16927085,,,Calculated max yield of succinate before doing other experimental work,x,,,,,,,,,,,,,,,x,,,,,,,Escherichia coli,Zhao,"Tianjin University, Tianjin, China",29,,
"Frezza, Christian; Zheng, Liang; Folger, Ori; Rajagopalan, Kartik N.; MacKenzie, Elaine D.; Jerby, Livnat; Micaroni, Massimo; Chaneton, Barbara; Adam, Julie; Hedley, Ann; Kalna, Gabriela; Tomlinson, Ian P. M.; Pollard, Patrick J.; Watson, Dave G.; Deberardinis, Ralph J.; Shlomi, Tomer; Ruppin, Eytan; Gottlieb, Eyal",Haem oxygenase is synthetically lethal with the tumour suppressor fumarate hydratase,NATURE,2011,21849978,2.95E+11,x,"Experimentally confirm synthetic lethal of fumarate hydratase, predicted from cancer FBA model",,x,,,,,,,,,,,,x,Transcriptomics,,,,x,,x,x,human,Gottlieb,"Beatson Institute for Cancer Research, UK",28,,
"Bordbar, Aarash; Lewis, Nathan E.; Schellenberger, Jan; Palsson, Bernhard O.; Jamshidi, Neema",Insight into human alveolar macrophage and M. tuberculosis interactions via metabolic reconstructions,MOLECULAR SYSTEMS BIOLOGY,2010,20959820,,,"Build host-pathogen model for Mtb; predict metabolic capabilities, gene essentiality; determine infection specific metabolic characteristics based on expression data",x,x,,,,,,,,,,,,x,Transcriptomics,,x,,x,,x,,"human, Mycobacterium tuberculosis",Jamshidi,"University of California San Diego, La Jolla, California",28,,
"Feist, Adam M.; Zielinski, Daniel C.; Orth, Jeffrey D.; Schellenberger, Jan; Herrgard, Markus J.; Palsson, Bernhard O.",Model-driven evaluation of the production potential for growth-coupled products of Escherichia coli,METABOLIC ENGINEERING,2010,19840862,,,Predict growth coupled strain designs for different products and starting carbon sources,,,x,,,,,,,,,x,,,,x,,,,,,,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",28,,
"Chandrasekaran, Sriram; Price, Nathan D.",Probabilistic integrative modeling of genome-scale metabolic and regulatory networks in Escherichia coli and Mycobacterium tuberculosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2010,20876091,,x,Incorporate Bayesian TRN for E. coli and Mtb; identify KO phenotypes and growth rates; used for functional annotation as well,x,x,,,,,,,x,,x,,,,,,,,,x,x,,"Escherichia coli, Mycobacterium tuberculosis",Price,"University of Illinois at Urbana-Champaign, Urbana, Illinois",28,,
"Shen, Y.; Liu, J.; Estiu, G.; Isin, B.; Ahn, Y-Y.; Lee, D-S.; Barabasi, A-L.; Kapatral, V.; Wiest, O.; Oltvai, Z. N.",Blueprint for antimicrobial hit discovery targeting metabolic networks,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2010,20080587,2.74E+11,x,Antimicrobial workflow with first step being KOs using genome scale reconstructions; experimentally validated,,x,,,,,,,,,,,,,,,x,,,,x,x,"Escherichia coli, Staphylococcus aureus",Oltvai,"University of Notre Dame, Notre Dame, Indiana",28,,
"Chang, Roger L; Xie, Li; Xie, Lei; Bourne, Philip E; Palsson, Bernhard O",Drug off-target effects predicted using structural analysis in the context of a metabolic network model.,PLOS COMPUTATIONAL BIOLOGY,2010,20957118,,x,Built kidney model; use structures w/reconstruction for off target drug predictions; can determine genetic risk factors,x,,x,x,,,x,,,,,,,x,Transcriptomics,,,,x,,,,human,Palsson,"University of California San Diego, La Jolla, California",28,,
"Trinh, Cong T.; Srienc, Friedrich",Metabolic Engineering of Escherichia coli for Efficient Conversion of Glycerol to Ethanol,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2009,19734340,2.71E+11,x,"Use targeted KOs to constrain EFM number, construct strain; coupled cell growth and ethanol and evolved strain; experimentally verified",x,,x,,,,,,,,,x,x,,,x,,,,,x,x,Escherichia coli,Srienc,"University of Minnesota, St. Paul, Minnesota",28,,
"Trinh, Cong T.; Carlson, Ross; Wlaschin, Aaron; Srienc, Friedrich","Design, construction and performance of the most efficient biomass producing E-coli bacterium",METABOLIC ENGINEERING,2006,16997589,2.42E+11,x,Use EFMs to determine which genes to remove to get to highest yield on glucose,,,x,,,,,,,,,,x,,,x,,,,,x,x,Escherichia coli,Srienc,"University of Minnesota, St Paul, Minnesota",28,,
"Calik, P; Ozdamar, TH",Mass flux balance-based model and metabolic pathway engineering analysis for serine alkaline protease synthesis by Bacillus licheniformis,ENZYME AND MICROBIAL TECHNOLOGY,1999,,80393800001,,Determine flux rates for minimum serine alkaline protease synthesis in three periods during bioprocess; glycolysis was completely shut down during all periosd,x,,,,,,,,,,,,,,,x,,,,,,,Bacillus licheniformis,Ozdamar,"Ankara University, Ankara, Turkey",28,,
"Bonarius, HPJ; Timmerarends, B; de Gooijer, CD; Tramper, J",Metabolite-balancing techniques vs. C-13 tracer experiments to determine metabolic fluxes in hybridoma cells,BIOTECHNOLOGY AND BIOENGINEERING,1998,10191398,72158500020,x,"Compare FBA to MFA, max ATP and max NADH are similar to experimentally determined fluxes; precursor to the obj function Sauer paper in MSB",x,,,,,,,,,,,,,,,,,,,x,x,x,hybridoma,Tramper,"Agricultural University, Wageningen, Netherlands",28,,
"Jung, Yu Kyung; Kim, Tae Yong; Park, Si Jae; Lee, Sang Yup",Metabolic Engineering of Escherichia coli for the Production of Polylactic Acid and Its Copolymers,BIOTECHNOLOGY AND BIOENGINEERING,2010,19937727,,,Use gene essentiality predictions to increase polylactic acid production; experimentally verified,,,x,,,,,,,,,,,,,x,,,,,x,x,Escherichia coli,Lee,"KAIST, Daejeon, Korea",27,,
"Li, Fan; Thiele, Ines; Jamshidi, Neema; Palsson, Bernhard O",Identification of potential pathway mediation targets in Toll-like receptor signaling.,PLOS COMPUTATIONAL BIOLOGY,2009,19229310,,,Built TLR network; characterize I/O relationships; identify inhibition targets,x,x,,,,,,,,,,,x,,,,,,,x,,,human (TLR),Palsson,"University of California San Diego, La Jolla, California",27,,
"Gonzalez, Orland; Gronau, Susanne; Falb, Michaela; Pfeiffer, Friedhelm; Mendoza, Eduardo; Zimmer, Ralf; Oesterhelt, Dieter","Reconstruction, modeling & analysis of Halobacterium salinarum R-1 metabolism",MOLECULAR BIOSYSTEMS,2008,18213408,,,Reconstruction; metabolic flux capabilties; low carbon incorporation rate (15%),x,,,,,,,,,,x,,,,,,,,,x,,,Halobacterium salinarum,Oesterhelt,"Max Planck Institute of Biochemistry, Martinsried, Germany",27,,
"David, Helga; Hofmann, Gerald; Oliveira, Ana Paula; Jarmer, Hanne; Nielsen, Jens",Metabolic network driven analysis of genome-wide transcription data from Aspergillus nidulans,GENOME BIOLOGY,2006,17107606,2.44E+11,,Transcriptomic integration into metabolic network; identified regulation from shift of glucose to ethanol,,,,,,,,x,,,,,,x,Transcriptomics,x,,,,,,,Aspergillus nidulans,Nielsen,"Technical University of Denmark, Lyngby, Denmark",27,,
"Ghim, CM; Goh, KI; Kahng, B",Lethality and synthetic lethality in the genome-wide metabolic network of Escherichia coli,JOURNAL OF THEORETICAL BIOLOGY,2005,15975601,2.34E+11,,"Essential genes are not related to high fluxes; determine rxns after deletion that are also shut off; this ""avalanche"" measure is a good indicator of lethatlity",x,x,,,,,,,,,,,,,,,,,,x,,,Escherichia coli,Kahng,"Seoul National University, Seoul, Korea",27,,
"Weber, J; Hoffmann, F; Rinas, U",Metabolic adaptation of Escherichia coli during temperature-induced recombinant protein production: 2. Redirection of metabolic fluxes,BIOTECHNOLOGY AND BIOENGINEERING,2002,12226865,1.78E+11,,Determined that there is an increased non-growth associety energy demand under stressful conditions (temperature induced recombinant protein production). Intracellular carbon fluxes redirected to catabolic pathways,x,,,,,,,,,,,,,x,Upatke rates,,,,,x,x,x,Escherichia coli,Rinas,"GBF German Research Center for Biotechnology, Braunschweig, Germany",27,,
"Lewis, Nathan E.; Schramm, Gunnar; Bordbar, Aarash; Schellenberger, Jan; Andersen, Michael P.; Cheng, Jeffrey K.; Patel, Nilam; Yee, Alex; Lewis, Randall A.; Eils, Roland; Koenig, Rainer; Palsson, Bernhard O.",Large-scale in silico modeling of metabolic interactions between cell types in the human brain,NATURE BIOTECHNOLOGY,2010,21102456,,x,Built multiple cell astrocyte/neuron; predict flux activities including differential effects of disease on different cell types and regions,x,,,x,,,x,,,,,,,x,Trans/Prot,,,,x,,x,,human,Palsson,"University of California San Diego, La Jolla, California",26,,
"Calik, P; Ozdamar, TH",Carbon sources affect metabolic capacities of Bacillus species for the production of industrial enzymes: theoretical analyses for serine and neutral proteases and alpha-amylase,BIOCHEMICAL ENGINEERING JOURNAL,2001,,1.69E+11,,"Determine yields of serine alkaline protease, neutral protease, a-amylase on different carbon sources, predict selective substrate for media design",x,,,,,,,,,,,x,,,,x,,,,x,,,Bacillus subtilis,Ozdamar,"Ankara University, Ankara, Turkey",26,,
"Manichaikul, Ani; Ghamsari, Lila; Hom, Erik F. Y.; Lin, Chenwei; Murray, Ryan R.; Chang, Roger L.; Balaji, S.; Hao, Tong; Shen, Yun; Chavali, Arvind K.; Thiele, Ines; Yang, Xinping; Fan, Changyu; Mello, Elizabeth; Hill, David E.; Vidal, Marc; Salehi-Ashtiani, Kourosh; Papin, Jason A.",Metabolic network analysis integrated with transcript verification for sequenced genomes,NATURE METHODS,2009,19597503,2.68E+11,,Use Chlamy recon to verify and determine ORF function; experimentally verified,,,,,,,,,,,x,,,,,x,,,,x,x,x,Chlamydomonas reinhardtii,Papin,"University of Virginia, Charlottesville, Virginia",25,,
"Samal, Areejit; Jain, Sanjay",The regulatory network of E. coli metabolism as a Boolean dynamical system exhibits both homeostasis and flexibility of response,BMC SYSTEMS BIOLOGY,2008,18312613,2.55E+11,,Number of KOs needed to stop growth on multiple media types; ratio of FBA growth w/ and w/o regulatory network,x,s,,,,,,,x,,,,,,,,,,,x,,,Escherichia coli,Jain,"University of Delhi, New Delhi, India",25,,
"Resendis-Antonio, Osbaldo; Reed, Jennifer L.; Encarnacion, Sergio; Collado-Vides, Julio; Palsson, Bernhard O.",Metabolic reconstruction and Modeling of nitrogen fixation in rhizobium etli,PLOS COMPUTATIONAL BIOLOGY,2007,17922569,,,Recon; determined metabolic nitrogen capabilities; agreed qualitatively w/experiments; gene deletion analysis,x,x,,,,,,,,,,,,,,,,x,,,x,,Rhizobium etli,Palsson,"University of California San Diego, La Jolla, California",25,,
"Baart, Gino J. E.; Zomer, Bert; de Haan, Alex; van der Pol, Leo A.; Beuvery, E. Coen; Tramper, Johannes; Martens, Dirk E.",Modeling Neisseria meningitidis metabolism: from genome to metabolic fluxes,GENOME BIOLOGY,2007,17617894,2.49E+11,x,Recon; metabolic capabilities; substrate preference and minimal media; experimentally validated,x,,,,,,,,,,,x,,,,,x,,,,x,x,Neisseria meningitidis,Martens,"Wageningen University, Wageningen, Netherlands",25,,
"Hjersted, Jared L.; Henson, Michael A.",Optimization of fed-batch Saccharomyces cerevisiae fermentation using dynamic flux balance models,BIOTECHNOLOGY PROGRESS,2006,Hjersted_17022660,,,"Use dFBA t optimize fed batch fermentation parameters such as feed flow rate, final time, initial volume and glucose concentration",x,,,,,,,,,,,x,,,,x,,,,,,,Saccharomyces cerevisiae,Henson,"University of Massachusetts, Amherst, Massachusetts",25,,
"Imielinski, M; Belta, C; Halasz, A; Rubin, H",Investigating metabolite essentiality through genome-scale analysis of Escherichia coli production capabilities,BIOINFORMATICS,2005,15671116,2.29E+11,,Use gene deletion analysis to determine metabolite production capability; can be used for biological discovery,,x,,,,,,x,,,,,,,,,,,,x,x,,Escherichia coli,Rubin,"University of Pennsylvania, Philadelphia, Pennsylvania",25,,
"Zhuang, Kai; Izallalen, Mounir; Mouser, Paula; Richter, Hanno; Risso, Carla; Mahadevan, Radhakrishnan; Lovley, Derek R.",Genome-scale dynamic modeling of the competition between Rhodoferax and Geobacter in anoxic subsurface environments,ISME JOURNAL,2011,20668487,2.90E+11,,"Community modeling; varied key parameters to determine their relative growth rates and fluxes; predicted locations that certain cells would dominate, experimentally verified",x,,,x,,,,,,,,,,,,,,x,,,x,x,Geobacter and Rhodoferax,Lovley,"University of Massachusetts, Amherst, Massachusetts",24,,
"Sun, Jun; Sayyar, Bahareh; Butler, Jessica E.; Pharkya, Priti; Fahland, Tom R.; Famili, Iman; Schilling, Christophe H.; Lovley, Derek R.; Mahadevan, Radhakrishnan",Genome-scale constraint-based modeling of Geobacter metallireducens,BMC SYSTEMS BIOLOGY,2009,19175927,2.63E+11,,"Built recon; determined tradeoffs in low and high efficiency alternative routes; studied electron donor/acceptors, especially in regards to gene essentiality",x,x,,,,,,,,,,,,,,,,x,,,x,x,Geobacter metallireducens,Mahadevan,"University of Toronto, Toronto, Ontario, Canada",24,,
